1.314458739942754306e+00,9.031297533332477423e-01
7.003418052098611568e+00,-2.101811742747073719e+00
1.344981833488140710e+00,1.382484911347166667e+00
8.295923148801270797e-01,7.277006623506174776e-01
4.204072774903899301e+00,2.898494040310576114e+00
-1.470080895787222985e+01,-2.574351219760025700e+01
-4.002404782167121766e+01,6.743896502295839923e+00
-4.727463928914920482e-02,-4.973778853653254561e-02
4.712344888389197184e-01,5.609726235070756628e-01
3.669931270965907544e+00,1.038658117630439115e+01
