-1.473758249965692491e+00,2.148484131875861292e-01
-8.304042144136977166e-01,1.246793967050397134e+00
8.726374728135255499e-01,-1.209545777061323824e+00
1.515372248211425132e+00,-4.788806447179023984e-02
-2.601015661500980514e+00,-1.194197840880369288e+00
-4.931999119436429879e-01,-1.589361730560994390e+00
5.999523495553974461e-01,-1.527126903211160069e+00
5.392267031687488776e-01,1.556063335700969275e-01
-8.184154045936756772e-01,-1.621729117196831327e+00
1.588638576457320761e-01,-2.066375938001373536e-01
