-2.357365251020445918e+00,-8.024861939287177837e-01
-2.335234791558091771e+00,-7.802482680631841472e-01
-2.309606598534771571e+00,-7.542888014776816252e-01
-2.283659399259082790e+00,-7.285353320556919865e-01
-2.258969492119887512e+00,-7.028375605816570282e-01
-2.232819808496253167e+00,-6.772570571185416721e-01
-2.207212291149535766e+00,-6.518019794999181382e-01
-2.176762346771993428e+00,-6.264749308717831866e-01
-2.158213028548607859e+00,-6.013387272892676272e-01
-2.134362329535792746e+00,-5.762402487040394483e-01
-2.108693411622088121e+00,-5.515131570331044397e-01
-2.084368362958507248e+00,-5.265398140387322901e-01
-2.059999459885525575e+00,-5.018036882124705667e-01
-2.035393890472596112e+00,-4.772184966455523814e-01
-2.011616648513773420e+00,-4.527654909856371201e-01
-1.987528010452754179e+00,-4.284594974290865110e-01
-1.963595567895250360e+00,-4.042277044120916596e-01
-1.939891578624459045e+00,-3.801141018373157543e-01
-1.916058484227444181e+00,-3.562331419564395141e-01
-1.892297813137725937e+00,-3.323434658934061314e-01
-1.869160264641321456e+00,-3.085795673906530645e-01
-1.845699360426145796e+00,-2.850112219023037685e-01
-1.822722894558710172e+00,-2.615371181451755511e-01
-1.799380267613587714e+00,-2.381191045180510724e-01
-1.776518441032878259e+00,-2.148536836956320695e-01
-1.753565178131269997e+00,-1.916903261108116041e-01
-1.730677552651128215e+00,-1.686672783154803401e-01
-1.710976782744608515e+00,-1.457657780916375989e-01
-1.685730551559730062e+00,-1.229758728634537945e-01
-1.663397852052197257e+00,-1.002992728560027080e-01
-1.640916970989095391e+00,-7.772752733638998990e-02
-1.615455664755950815e+00,-5.528446526406227690e-02
-1.597035266640888240e+00,-3.294733752508471891e-02
-1.574725057345186530e+00,-1.072900408640076186e-02
-1.553493193884156076e+00,1.138315496072928035e-02
-1.531720222955549326e+00,3.337097812532685559e-02
-1.509950634974296824e+00,5.525195563884244265e-02
-1.488470673452781279e+00,7.702200351566101943e-02
-1.468621535496395181e+00,9.868149082844834830e-02
-1.446042566179692512e+00,1.202218729665569530e-01
-1.424614071730804676e+00,1.416749902271640105e-01
-1.403620263268188451e+00,1.629771235817537578e-01
-1.382639908340810075e+00,1.842186528302611759e-01
-1.365100187099689277e+00,2.053036474059700689e-01
-1.341193019750794191e+00,2.262775046400904433e-01
-1.320553613867572862e+00,2.471673109430000403e-01
-1.300380368643375251e+00,2.679472305111808561e-01
-1.279737860350900869e+00,2.886233624946311638e-01
-1.259325818971307909e+00,3.091715383888862800e-01
-1.239342012991768049e+00,3.296303135206702928e-01
-1.219288155619026037e+00,3.503095223247587597e-01
-1.199252107576879167e+00,3.701885960214810756e-01
-1.179477313968545715e+00,3.903252152009846765e-01
-1.159822579055781677e+00,4.103392097970325891e-01
-1.140039172953549951e+00,4.302631399751966068e-01
-1.120556925367575563e+00,4.500642220403519578e-01
-1.101075892024331981e+00,4.699534252328425588e-01
-1.081762524128967673e+00,4.894065134725245625e-01
-1.062505816539841774e+00,5.088604411863331123e-01
-1.043362758448935779e+00,5.282609512467926205e-01
-1.024312126477862961e+00,5.475933548548308494e-01
-1.005469374599675891e+00,5.667254898276176123e-01
-9.867504962312239059e-01,5.858933399026342581e-01
-9.678238847325488781e-01,6.048056107226227329e-01
-9.495102933599166573e-01,6.236654278807405305e-01
-9.309914995333308241e-01,6.424487976379542609e-01
-9.124479918663224165e-01,7.119321667760880601e-01
-8.943298063918394547e-01,6.796985456028505901e-01
-8.759474506503412972e-01,6.981903035753441733e-01
-8.578336308915339714e-01,7.161350672963059383e-01
-8.385340611110980724e-01,7.348727265575721868e-01
-8.220178200709349348e-01,7.529388370302778632e-01
-8.043550961138430377e-01,7.710522500838287163e-01
-7.864957460703976277e-01,7.888745621897971239e-01
-7.689057997831068025e-01,8.068303099659023259e-01
-7.407792813068645454e-01,8.246679756253615379e-01
-7.343667505950406404e-01,8.423637152136195239e-01
-7.166427913086843571e-01,8.593690547533736623e-01
-6.994775501332843870e-01,8.773973262573258047e-01
-6.822900997919956190e-01,8.947534378709116609e-01
-6.652927122281473427e-01,9.120467050787053331e-01
-6.483826474886864588e-01,9.292226989809511117e-01
-6.316775264815850388e-01,9.463120585913101790e-01
-6.147914962817022655e-01,9.632821850440109746e-01
-5.981648069612266472e-01,9.802053391657503667e-01
-5.816132561653206690e-01,9.969702786293336283e-01
-5.651855861646399859e-01,1.013696970575900469e+00
-5.487549298521834373e-01,1.030320218025719159e+00
-5.326809581664702087e-01,1.046844580897141164e+00
-5.164333697114866784e-01,1.063246130520310695e+00
-5.003356982444611134e-01,1.079561410790655707e+00
-4.843419396808834598e-01,1.095815970092934855e+00
-4.684086646274028265e-01,1.111937473322126779e+00
-4.526285587484080164e-01,1.128008024149035338e+00
-4.369300746941064961e-01,1.143954336802585958e+00
-4.213024624104757532e-01,1.159830660728851548e+00
-4.056334641523358098e-01,1.175584666797119704e+00
-3.903380394589128777e-01,1.191251609826267988e+00
-3.736171164418462531e-01,1.206842801414583111e+00
-3.597661337466160347e-01,1.222361536809111193e+00
-3.445797437099265004e-01,1.237733947068576867e+00
-3.294876417923044976e-01,1.253066806886968365e+00
-3.145657473777672131e-01,1.268288542119606621e+00
-2.996324195966988402e-01,1.283417473576953460e+00
-2.848163973781665526e-01,1.298463433219223084e+00
-2.700741221063942543e-01,1.313402886548444393e+00
-2.554668372882256122e-01,1.328270966162790057e+00
-2.409411791643292222e-01,1.343066633389026876e+00
-2.264628621915880657e-01,1.357724136728649222e+00
-2.120939725436747914e-01,1.372313543544377179e+00
-1.978153367962146580e-01,1.386820841029342333e+00
-1.836205093542794264e-01,1.401238398958141618e+00
-1.695128296823563696e-01,1.415564354405285385e+00
-1.555034904692356168e-01,1.429819741434326774e+00
-1.415592509675367427e-01,1.443943347339321948e+00
-1.277013029220984697e-01,1.458045199942725745e+00
-1.139520238050881762e-01,1.472003109530493292e+00
-1.002713454214271271e-01,1.485894963175826256e+00
-8.667618337070792656e-02,1.499701966655411001e+00
-7.316928797430866105e-02,1.513415075162199530e+00
-5.974571585811183638e-02,1.527050212334720491e+00
-4.640886293841739452e-02,1.540598726245849370e+00
-3.315454626092440016e-02,1.554058952197908461e+00
-1.998242039164277450e-02,1.567432916094067430e+00
-6.896467440975273533e-03,1.580724585498825663e+00
6.106766568269805795e-03,1.593929291078368449e+00
1.902640401886546151e-02,1.607050004857530912e+00
3.186211233116786889e-02,1.620085312702943314e+00
4.459480358052325677e-02,1.633040646622389902e+00
5.728844810904176743e-02,1.645905438817498734e+00
6.988437041027872887e-02,1.658688359506387044e+00
8.238751838146940454e-02,1.671386673539164480e+00
9.481218650207323684e-02,1.684009724207339520e+00
1.071529244909903422e-01,1.696531002887320838e+00
1.194179785737873312e-01,1.708966469498706564e+00
1.315979864228099538e-01,1.721360245524280019e+00
1.437027779373745151e-01,1.733630667869663133e+00
1.557127617333684544e-01,1.745841585888008751e+00
1.677167945636193203e-01,1.757961063324719353e+00
1.795103813986551611e-01,1.770011955183457664e+00
1.912883393322774017e-01,1.781955974890351291e+00
2.030073045593518977e-01,1.793840932090383422e+00
2.146010417063449749e-01,1.805619788981861706e+00
2.261582901810126334e-01,1.817322810171031477e+00
2.376085243724193052e-01,1.828977974746318624e+00
2.489945519780354388e-01,1.840491671774194815e+00
2.602953598750058495e-01,1.851982595172308343e+00
2.714328300157279328e-01,1.863359873001967815e+00
2.826469252354854023e-01,1.874886022024786714e+00
2.936695953179074836e-01,1.885143974555471225e+00
3.046838548490725107e-01,1.897044565165255436e+00
3.155898871727321198e-01,1.908112465243168687e+00
3.264304059406384906e-01,1.919034433183383292e+00
3.372136285051285931e-01,1.929989181250175934e+00
3.478419026481452403e-01,1.940822404191248296e+00
3.584473035201429791e-01,1.951589065821083269e+00
3.689761070311879942e-01,1.962233498480017380e+00
3.794104180505550872e-01,1.972842454397126577e+00
3.897823067521021811e-01,1.983345041637868622e+00
4.000716748274549817e-01,1.993587313515200243e+00
4.102732290125253312e-01,2.004139259592180089e+00
4.204175401515908850e-01,2.014414477613938548e+00
4.304620687770920329e-01,2.024566512627530734e+00
4.404638231523962943e-01,2.034713598664585010e+00
4.503384635081311704e-01,2.044788976126635127e+00
4.601662294959514288e-01,2.054672843621310641e+00
4.699185600251403194e-01,2.064615874021907604e+00
4.796247155004917939e-01,2.074380081922766017e+00
4.892316146700697033e-01,2.084164171821215383e+00
4.987371574182798972e-01,2.093803847102050142e+00
5.081626850134167706e-01,2.103345279518912481e+00
5.175686901640649262e-01,2.112881022785887186e+00
5.268746096507170851e-01,2.122274256631851319e+00
5.361519095526670053e-01,2.131610268575860445e+00
5.452393543125013675e-01,2.141216892501294655e+00
5.541824036859201996e-01,2.150130555249142095e+00
5.633119448557991626e-01,2.159251522398305756e+00
5.722595698317310964e-01,2.168265974701665932e+00
5.810863499792406905e-01,2.177208391856986225e+00
5.898392715539858555e-01,2.186067883741025675e+00
5.985461661877162776e-01,2.194935448194849759e+00
6.072084853171703100e-01,2.203659437738648919e+00
6.157588793391490789e-01,2.212050447891327210e+00
6.242423807069839015e-01,2.220638771203186757e+00
6.326961420596151076e-01,2.229356612960105899e+00
6.410001006341786711e-01,2.238277542696617051e+00
6.492586499434122027e-01,2.246184725787554903e+00
6.574503212695390619e-01,2.254451779506822184e+00
6.655442468830284897e-01,2.269380089531971567e+00
6.736200963068528225e-01,2.270950068595656735e+00
6.815118345148264423e-01,2.278873862154313201e+00
6.894859647263249514e-01,2.286914370526296203e+00
6.972958312792671975e-01,2.294850731148202261e+00
7.050700371903211305e-01,2.302562550187909451e+00
7.127268046461616713e-01,2.310405130855219369e+00
7.203345865018780936e-01,2.318009014644808019e+00
7.278706716541654131e-01,2.325686385157441194e+00
7.353426479074697264e-01,2.333186081855846083e+00
7.427195016773232572e-01,2.340695047461518463e+00
7.500172155153238540e-01,2.348142185058901710e+00
7.572744351490489079e-01,2.355397981658268414e+00
7.643163455230291836e-01,2.361997993910808447e+00
7.715587748505512433e-01,2.369813858688694985e+00
7.786148499020477676e-01,2.377135934853995991e+00
7.855447717260549689e-01,2.384097750273761918e+00
7.924103008159045780e-01,2.390831750105050446e+00
7.992442947245087526e-01,2.397546512693218723e+00
8.059749265688218589e-01,2.404599068908202852e+00
8.126242403402698100e-01,2.411392609686317190e+00
8.192634789759308811e-01,2.418014939477477032e+00
8.257599075466224292e-01,2.424485183467734561e+00
8.322467547732840254e-01,2.430984409452408901e+00
8.386283760415031985e-01,2.437441339155205888e+00
8.449720239183071691e-01,2.443778898357169105e+00
8.511893099196967682e-01,2.452337062659621481e+00
8.573742421753417497e-01,2.456365004413534336e+00
8.634818414755598415e-01,2.462571426726433366e+00
8.695240530418226754e-01,2.469452577699394968e+00
8.754954154723982862e-01,2.474506709455433828e+00
8.814370229106306409e-01,2.480547105918811557e+00
8.872074886743531730e-01,2.486281449987348680e+00
8.929703409438277673e-01,2.492189520694289229e+00
8.986074346798802459e-01,2.498044792694035898e+00
9.042308621574053351e-01,2.503597054045632930e+00
9.097667367179564923e-01,2.508892502529541879e+00
9.152494355149931593e-01,2.514810381480992341e+00
9.206674140020697505e-01,2.520070636773326989e+00
9.260381136382008771e-01,2.525469248404931477e+00
9.311991160714860882e-01,2.530714589286310989e+00
9.364781104196142625e-01,2.535955223624628108e+00
9.415824134202126494e-01,2.541207186081578584e+00
9.466415648939117133e-01,2.546350123910717578e+00
9.518629859807575810e-01,2.551305698353182549e+00
9.565586457932664377e-01,2.556123543741394499e+00
9.614013595911776733e-01,2.561359576505831459e+00
9.661784061981333327e-01,2.565959101431389833e+00
9.709014441771008919e-01,2.570646410071896426e+00
9.756441310996051275e-01,2.574849140088841359e+00
9.801166640208960334e-01,2.579882875350959281e+00
9.846279065050542734e-01,2.584528852767557616e+00
9.889970303512666261e-01,2.588860303760647241e+00
9.934758678106785368e-01,2.593100255009395561e+00
9.977388917205083363e-01,2.597570837940911481e+00
1.001993925209038849e+00,2.601843098239220886e+00
1.006165876125016290e+00,2.605980901924183080e+00
